Domicile,"Selection Quota","Hafiz e Quran",NTS,ECAT/MCAT,FA/FSC,BA/BSC,"English Marks",Offered
OPEN,,No,50,0,609,0,0,"Not Offered"
OPEN,,No,0,0,849,0,0,"Not Offered"
Bahawalpur,,No,54,12,769,0,0,"Not Offered"
Bahawalpur,,No,61,0,578,0,0,"Not Offered"
Bahawalpur,,No,54,0,620,0,0,"Not Offered"
Bahawalpur,,No,63,0,921,0,0,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,57,0,726,0,0,"Not Offered"
Bahawalpur,,No,47,0,734,0,0,"Not Offered"
Bahawalpur,,No,71,0,793,0,0,Offered_IN_BWP_QUOTA
Bahawalpur,,No,42,0,560,0,0,"Not Offered"
Bahawalpur,,No,68,23,699,0,0,"Not Offered"
Bahawalpur,,No,56,0,942,0,0,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,62,0,725,0,0,"Not Offered"
Bahawalpur,,No,40,0,565,0,0,"Not Offered"
Bahawalpur,,No,57,0,658,0,0,"Not Offered"
OPEN,,No,58,0,634,0,0,"Not Offered"
Bahawalpur,,No,59,0,782,0,0,"Not Offered"
Bahawalpur,,No,53,0,710,0,0,"Not Offered"
Bahawalpur,,No,51,0,521,0,0,"Not Offered"
OPEN,,No,50,0,732,0,0,"Not Offered"
OPEN,,No,53,0,805,0,0,"Not Offered"
OPEN,,No,54,54,922,0,0,Offered_IN_OPEN_QUOTA
OPEN,,No,56,0,750,0,0,"Not Offered"
Bahawalpur,,No,54,0,677,0,0,"Not Offered"
Bahawalpur,,No,60,0,794,0,0,"Not Offered"
Bahawalpur,,No,52,0,883,0,0,Offered_IN_BWP_QUOTA
OPEN,,No,53,0,804,0,0,"Not Offered"
Bahawalpur,,No,44,0,764,0,0,"Not Offered"
OPEN,,No,49,0,683,0,0,"Not Offered"
OPEN,,No,52,0,739,0,0,"Not Offered"
Bahawalpur,,No,47,0,779,0,0,"Not Offered"
Bahawalpur,,No,60,0,524,0,0,"Not Offered"
Bahawalpur,,No,54,0,720,0,0,"Not Offered"
Bahawalpur,,No,49,0,793,0,0,"Not Offered"
OPEN,,No,48,0,780,0,0,"Not Offered"
OPEN,,No,21,0,726,0,0,"Not Offered"
OPEN,,No,50,0,763,0,0,"Not Offered"
Bahawalpur,,No,35,35,851,0,0,"Not Offered"
Bahawalpur,,No,40,0,604,0,0,"Not Offered"
Bahawalpur,,No,58,0,672,0,0,"Not Offered"
Bahawalpur,,No,46,0,827,0,0,"Not Offered"
Bahawalpur,,No,53,0,607,0,0,"Not Offered"
OPEN,,No,47,0,743,0,0,"Not Offered"
Bahawalpur,,No,58,0,698,0,0,"Not Offered"
OPEN,,No,47,0,753,0,0,"Not Offered"
OPEN,,No,50,0,516,0,0,"Not Offered"
Bahawalpur,,No,39,0,585,0,0,"Not Offered"
Bahawalpur,,No,52,0,835,0,0,"Not Offered"
OPEN,,No,63,0,720,0,0,"Not Offered"
Bahawalpur,,No,47,0,685,0,0,"Not Offered"
Bahawalpur,,No,40,0,746,0,0,"Not Offered"
Bahawalpur,,No,49,0,748,0,0,"Not Offered"
Bahawalpur,,Yes,67,0,907,0,0,Offered_IN_OPEN_QUOTA
Bahawalpur,,Yes,47,0,629,0,0,"Not Offered"
Bahawalpur,,No,40,0,664,0,0,"Not Offered"
Bahawalpur,,No,53,0,724,0,0,"Not Offered"
Bahawalpur,,No,76,26,907,0,0,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,40,0,707,0,0,"Not Offered"
Bahawalpur,,No,58,0,713,0,0,"Not Offered"
OPEN,,No,66,0,768,0,0,"Not Offered"
Bahawalpur,,No,53,0,620,0,0,"Not Offered"
Bahawalpur,,No,50,0,659,0,0,"Not Offered"
Bahawalpur,,No,48,0,767,0,0,"Not Offered"
Bahawalpur,,No,52,0,660,0,0,"Not Offered"
Bahawalpur,,No,51,0,583,0,0,"Not Offered"
Bahawalpur,,No,60,18,902,0,0,Offered_IN_BWP_QUOTA
Bahawalpur,,No,52,0,574,0,0,"Not Offered"
Bahawalpur,,No,57,0,562,0,0,"Not Offered"
OPEN,,No,59,0,627,0,0,"Not Offered"
Bahawalpur,,No,50,0,780,0,0,"Not Offered"
Bahawalpur,,No,51,0,718,0,0,"Not Offered"
Bahawalpur,,No,44,0,555,0,0,"Not Offered"
OPEN,,No,52,0,684,0,0,"Not Offered"
Bahawalpur,,No,48,0,674,0,0,"Not Offered"
Bahawalpur,,No,53,0,660,0,0,"Not Offered"
Bahawalpur,,No,51,0,809,0,0,"Not Offered"
Bahawalpur,,No,47,0,685,0,0,"Not Offered"
Bahawalpur,,No,40,0,746,0,0,"Not Offered"
Bahawalpur,,No,64,0,645,0,0,"Not Offered"
OPEN,,No,0,0,712,0,0,"Not Offered"
Bahawalpur,,No,43,0,649,0,0,"Not Offered"
OPEN,,No,56,0,726,0,0,"Not Offered"
Bahawalpur,,No,57,0,776,0,0,"Not Offered"
OPEN,,No,57,0,811,0,0,"Not Offered"
Bahawalpur,,No,58,0,747,0,0,"Not Offered"
Bahawalpur,,No,42,0,785,0,0,"Not Offered"
OPEN,,No,60,0,777,0,0,"Not Offered"
Bahawalpur,,No,58,0,822,0,0,"Not Offered"
OPEN,,No,34,0,661,0,0,"Not Offered"
Bahawalpur,,No,51,0,753,0,0,"Not Offered"
OPEN,,No,0,0,728,0,0,"Not Offered"
Bahawalpur,,Yes,48,0,817,0,0,"Not Offered"
OPEN,,No,45,0,727,0,0,"Not Offered"
Bahawalpur,,No,41,0,603,0,0,"Not Offered"
OPEN,,No,43,0,608,0,0,"Not Offered"
Bahawalpur,,No,48,0,703,0,0,"Not Offered"
Bahawalpur,,No,65,65,891,0,0,Offered_IN_BWP_QUOTA
Bahawalpur,,No,57,0,600,0,0,"Not Offered"
Bahawalpur,,No,59,0,821,0,0,Offered_IN_BWP_QUOTA
Bahawalpur,,No,48,0,832,0,0,"Not Offered"
Bahawalpur,,No,59,0,847,0,0,Offered_IN_BWP_QUOTA
OPEN,,No,58,30,837,0,0,Offered_IN_OPEN_QUOTA
OPEN,,No,48,0,811,0,0,"Not Offered"
Bahawalpur,,No,50,0,833,0,0,"Not Offered"
Bahawalpur,,No,49,0,927,0,0,Offered_IN_BWP_QUOTA
Bahawalpur,,No,48,0,792,0,0,"Not Offered"
OPEN,,No,47,0,737,0,0,"Not Offered"
OPEN,,No,47,0,759,0,0,"Not Offered"
Bahawalpur,,No,62,0,774,0,0,"Not Offered"
Bahawalpur,,No,48,0,676,0,0,"Not Offered"
Bahawalpur,,No,57,0,506,0,0,"Not Offered"
Bahawalpur,,No,43,0,812,0,0,"Not Offered"
Bahawalpur,,No,49,0,668,0,0,"Not Offered"
Bahawalpur,,No,50,0,646,0,0,"Not Offered"
OPEN,,No,55,0,793,0,0,"Not Offered"
Bahawalpur,,No,62,0,602,0,0,"Not Offered"
Bahawalpur,,No,46,0,567,0,0,"Not Offered"
Bahawalpur,,No,50,0,578,0,0,"Not Offered"
OPEN,,No,30,30,890,0,0,"Not Offered"
OPEN,,No,60,60,913,0,0,Offered_IN_OPEN_QUOTA
OPEN,,No,56,0,801,0,0,"Not Offered"
Bahawalpur,,No,50,0,670,0,0,"Not Offered"
Bahawalpur,,No,53,0,610,0,0,"Not Offered"
OPEN,,No,33,0,717,0,0,"Not Offered"
OPEN,,No,48,0,679,0,0,"Not Offered"
Bahawalpur,,No,40,0,662,0,0,"Not Offered"
Bahawalpur,,No,51,7,710,0,0,"Not Offered"
OPEN,,No,65,65,872,0,0,Offered_IN_OPEN_QUOTA
OPEN,,No,0,0,565,0,0,"Not Offered"
OPEN,,No,66,66,974,0,0,Offered_IN_OPEN_QUOTA
OPEN,,No,50,0,622,0,0,"Not Offered"
OPEN,,No,55,22,831,0,0,"Not Offered"
Bahawalpur,,No,51,0,749,0,0,"Not Offered"
OPEN,,No,42,0,776,0,0,"Not Offered"
Bahawalpur,,No,47,0,760,0,0,"Not Offered"
Bahawalpur,,No,50,0,662,0,0,"Not Offered"
Bahawalpur,,No,50,0,793,0,0,"Not Offered"
OPEN,,No,4,4,707,0,0,"Not Offered"
Bahawalpur,,No,48,0,608,0,0,"Not Offered"
OPEN,,No,77,23,740,0,0,"Not Offered"
Bahawalpur,,No,50,0,739,0,0,"Not Offered"
OPEN,,No,0,0,710,0,0,"Not Offered"
Bahawalpur,,No,48,0,721,0,0,"Not Offered"
Bahawalpur,,No,47,0,642,0,0,"Not Offered"
Bahawalpur,,No,55,0,836,0,0,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,46,0,544,0,0,"Not Offered"
Bahawalpur,,No,63,0,649,0,0,"Not Offered"
Bahawalpur,,No,47,0,676,0,0,"Not Offered"
Bahawalpur,,No,51,0,718,0,0,"Not Offered"
Bahawalpur,,No,49,0,680,0,0,"Not Offered"
Bahawalpur,,No,41,0,773,0,0,"Not Offered"
Bahawalpur,,No,57,0,779,0,0,"Not Offered"
Bahawalpur,,No,36,0,566,0,0,"Not Offered"
OPEN,,No,50,0,514,0,0,"Not Offered"
OPEN,,No,49,0,739,0,0,"Not Offered"
Bahawalpur,,No,49,0,738,0,0,"Not Offered"
OPEN,,No,43,0,757,0,0,"Not Offered"
Bahawalpur,,No,50,0,650,0,0,"Not Offered"
Bahawalpur,,No,50,0,544,0,0,"Not Offered"
OPEN,,No,49,0,653,0,0,"Not Offered"
OPEN,,No,24,0,641,0,0,"Not Offered"
Bahawalpur,,No,52,0,593,0,0,"Not Offered"
OPEN,,No,43,0,756,0,0,"Not Offered"
Bahawalpur,,No,53,0,800,0,0,"Not Offered"
Bahawalpur,,No,71,0,909,0,0,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,46,0,688,0,0,"Not Offered"
Bahawalpur,,No,42,0,633,0,0,"Not Offered"
Bahawalpur,,No,53,29,874,0,0,Offered_IN_BWP_QUOTA
OPEN,,No,58,0,744,0,0,"Not Offered"
Bahawalpur,,No,50,0,673,0,0,"Not Offered"
OPEN,,No,59,0,812,0,0,"Not Offered"
OPEN,,No,0,0,763,0,0,"Not Offered"
Bahawalpur,,No,53,0,664,0,0,"Not Offered"
Bahawalpur,,No,48,0,871,0,0,Offered_IN_BWP_QUOTA
Bahawalpur,,No,0,0,794,0,0,"Not Offered"
Bahawalpur,,No,50,0,724,0,0,"Not Offered"
Bahawalpur,,No,54,0,663,0,0,"Not Offered"
Bahawalpur,,No,54,0,652,0,0,"Not Offered"
OPEN,,No,54,0,750,0,0,"Not Offered"
Bahawalpur,,No,49,0,693,0,0,"Not Offered"
OPEN,,No,57,0,674,0,0,"Not Offered"
Bahawalpur,,No,52,0,835,0,0,"Not Offered"
OPEN,,No,77,23,740,0,0,"Not Offered"
