Domicile,"Selection Quota","Hafiz e Quran",NTS,ECAT/MCAT,FA/FSC,BA/BSC,"English Marks",Offered
Bahawalpur,,No,0,0,475,444,73,"Not Offered"
OPEN,,No,55,0,759,0,154,"Not Offered"
OPEN,,No,63,0,882,0,153,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,0,0,576,0,0,"Not Offered"
OPEN,,No,64,0,874,0,0,"Not Offered"
Bahawalpur,,No,65,0,875,0,161,Offered_IN_BWP_QUOTA
Bahawalpur,,No,52,0,699,0,148,"Not Offered"
Bahawalpur,,No,55,0,793,0,142,"Not Offered"
Bahawalpur,,No,0,0,640,0,127,"Not Offered"
Bahawalpur,,No,0,0,825,0,0,"Not Offered"
OPEN,,No,35,0,623,0,100,"Not Offered"
Bahawalpur,,No,45,0,697,0,148,"Not Offered"
Bahawalpur,,No,54,0,604,0,112,"Not Offered"
Bahawalpur,,No,36,0,566,0,115,"Not Offered"
Bahawalpur,,No,54,0,679,0,0,"Not Offered"
OPEN,,No,0,0,751,0,139,"Not Offered"
Bahawalpur,,No,43,0,670,0,141,"Not Offered"
Bahawalpur,,No,0,0,696,0,79,"Not Offered"
Bahawalpur,,No,0,0,648,0,0,"Not Offered"
OPEN,,No,0,0,893,0,0,"Not Offered"
Bahawalpur,,No,51,0,594,0,144,"Not Offered"
Bahawalpur,,No,41,0,565,0,89,"Not Offered"
Bahawalpur,,No,55,0,602,0,120,"Not Offered"
OPEN,,No,42,0,556,0,99,"Not Offered"
OPEN,,No,0,0,680,0,99,"Not Offered"
Bahawalpur,,No,0,0,610,0,86,"Not Offered"
Bahawalpur,,No,57,0,731,0,0,"Not Offered"
Bahawalpur,,No,50,0,724,0,139,"Not Offered"
Bahawalpur,,No,42,0,671,0,134,"Not Offered"
Bahawalpur,,No,0,0,668,0,118,"Not Offered"
Bahawalpur,,No,41,0,652,0,111,"Not Offered"
Bahawalpur,,Yes,42,0,525,0,90,"Not Offered"
Bahawalpur,,No,0,0,695,0,158,"Not Offered"
OPEN,,No,0,0,803,0,120,"Not Offered"
OPEN,,No,52,0,692,0,160,"Not Offered"
Bahawalpur,,No,57,0,752,0,174,"Not Offered"
Bahawalpur,,Yes,50,0,712,0,151,"Not Offered"
Bahawalpur,,No,47,0,830,0,158,Offered_IN_BWP_QUOTA
Bahawalpur,,No,55,0,774,0,164,"Not Offered"
Bahawalpur,,No,60,0,719,0,150,"Not Offered"
Bahawalpur,,No,27,0,624,0,92,"Not Offered"
Bahawalpur,,No,0,0,714,0,0,"Not Offered"
Bahawalpur,,No,44,0,688,0,140,"Not Offered"
OPEN,,No,54,0,872,0,135,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,49,0,702,0,105,"Not Offered"
OPEN,,No,56,0,669,0,168,"Not Offered"
Bahawalpur,,No,65,48,866,0,157,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,0,0,542,0,130,"Not Offered"
Bahawalpur,,No,0,0,483,0,66,"Not Offered"
OPEN,,No,0,0,749,0,144,"Not Offered"
Bahawalpur,,No,46,0,564,0,114,"Not Offered"
Bahawalpur,,No,56,0,591,0,127,"Not Offered"
Bahawalpur,,No,61,0,556,0,127,"Not Offered"
OPEN,,No,54,0,703,0,161,"Not Offered"
Bahawalpur,,No,53,0,584,0,104,"Not Offered"
Bahawalpur,,No,0,0,664,0,113,"Not Offered"
OPEN,,No,57,0,802,0,0,"Not Offered"
Bahawalpur,,No,0,0,818,0,173,Offered_IN_BWP_QUOTA
Bahawalpur,,No,0,0,498,0,112,"Not Offered"
Bahawalpur,,No,51,0,787,0,100,"Not Offered"
Bahawalpur,,Yes,43,0,784,0,167,Offered_IN_BWP_QUOTA
Bahawalpur,,No,0,0,732,0,139,"Not Offered"
Bahawalpur,,No,48,0,674,0,151,"Not Offered"
Bahawalpur,,No,61,0,809,0,168,Offered_IN_BWP_QUOTA
Bahawalpur,,No,0,0,579,0,0,"Not Offered"
Bahawalpur,,No,47,0,613,0,141,"Not Offered"
Bahawalpur,,No,0,0,596,0,143,"Not Offered"
OPEN,,No,36,36,880,0,166,Offered_IN_OPEN_QUOTA
Bahawalpur,,No,50,0,799,0,149,Offered_IN_BWP_QUOTA
OPEN,,No,42,0,556,0,127,"Not Offered"
OPEN,,No,0,0,680,0,127,"Not Offered"
Bahawalpur,,No,0,0,683,0,112,"Not Offered"
Bahawalpur,,No,52,0,820,0,151,Offered_IN_BWP_QUOTA
OPEN,,No,0,0,583,0,125,"Not Offered"
